Oyuncu,Takim,Ana_Mevki,Yas,Piyasa_Degeri_Euro,Gol,Asist,Gol_Beklentisi_xG,Mac_Sayisi,Oynadigi_Sure_Dk,Uyruk,Genel_Pozisyon,Lig,Ilk_11,90_Dk_Sayisi,Skor_Katkisi,Penaltisiz_Gol,Penalti_Gol,Penalti_Kullanimi,Sari_Kart,Kirmizi_Kart,Penaltisiz_Gol_Beklentisi_npxG,Asist_Beklentisi_xAG,Penaltisiz_Toplam_Beklenti,Top_Surme_Mesafe,Ileri_Pas_Sayisi,Ileri_Pas_Alma,Mac_Basi_Gol,Mac_Basi_Asist,Mac_Basi_Skor_Katkisi,Mac_Basi_Penaltisiz_Gol,Mac_Basi_Penaltisiz_Skor,Mac_Basi_xG,Mac_Basi_Asist_Beklentisi,Mac_Basi_Toplam_Beklenti,Mac_Basi_Penaltisiz_xG,Mac_Basi_Penaltisiz_Toplam_Beklenti,Boy_m,Ayak,Yas_Detay,Top_Calma_Toplam,Kazanilan_Top_Calma,Top_Calma_Defans_Bolgesi,Top_Calma_Orta_Saha,Top_Calma_Hucum_Bolgesi,Dribbling_Kesme,Calim_Yeme,Blok_Toplam,Sut_Blogu,Pas_Blogu,Pas_Arasi,Uzaklastirma,Hata_Gol_Yediren
Maghnes Akliouche,Monaco,Sag Kanat,23.0,45000000.0,3.0,2.0,3.6,15.0,1205.0,FRA,FW,Ligue 1 (FRA),14.0,13.4,5.0,3.0,0.0,0.0,2.0,0.0,3.6,2.6,6.1,44.0,71.0,93.0,0.22,0.15,0.37,0.22,0.37,0.27,0.19,0.46,0.27,0.46,1.83,Sol ayak,23-295,20.0,12.0,5.0,8.0,7.0,6.0,13.0,13.0,1.0,12.0,12.0,7.0,1.0
Jordan Teze,Monaco,Sag Bek,26.0,12000000.0,0.0,0.0,0.3,15.0,1151.0,NED,MF,Ligue 1 (FRA),13.0,12.8,0.0,0.0,0.0,0.0,5.0,0.0,0.3,1.8,2.1,17.0,82.0,31.0,0.0,0.0,0.0,0.0,0.0,0.02,0.14,0.16,0.02,0.16,1.83,Sag ayak,26-078,31.0,25.0,17.0,10.0,4.0,14.0,14.0,17.0,3.0,14.0,14.0,29.0,0.0
Mohammed Salisu,Monaco,Stoper,26.0,10000000.0,1.0,0.0,0.8,11.0,990.0,GHA,DF,Ligue 1 (FRA),11.0,11.0,1.0,1.0,0.0,0.0,3.0,0.0,0.8,0.2,1.0,3.0,41.0,3.0,0.09,0.0,0.09,0.09,0.09,0.07,0.02,0.09,0.07,0.09,1.88,Sol ayak,26-244,23.0,9.0,18.0,3.0,2.0,13.0,11.0,22.0,21.0,1.0,17.0,85.0,2.0
Takumi Minamino,Monaco,Sol Kanat,30.0,12000000.0,3.0,2.0,3.2,15.0,944.0,JPN,MF,Ligue 1 (FRA),11.0,10.5,5.0,3.0,0.0,0.0,4.0,0.0,3.2,2.4,5.5,25.0,44.0,55.0,0.29,0.19,0.48,0.29,0.48,0.3,0.22,0.53,0.3,0.53,1.72,Sag ayak,30-335,3.0,2.0,1.0,1.0,1.0,1.0,12.0,12.0,2.0,10.0,4.0,6.0,0.0
Thilo Kehrer,Monaco,Stoper,29.0,18000000.0,0.0,0.0,1.4,11.0,926.0,GER,DF,Ligue 1 (FRA),11.0,10.3,0.0,0.0,0.0,0.0,4.0,2.0,1.4,0.0,1.4,9.0,56.0,2.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,1.86,Cift ayak,29-087,22.0,11.0,12.0,8.0,2.0,17.0,6.0,23.0,13.0,10.0,13.0,38.0,2.0
Mika Biereth,Monaco,Santrafor,22.0,22000000.0,2.0,0.0,3.2,15.0,746.0,DEN,FW,Ligue 1 (FRA),10.0,8.3,2.0,2.0,0.0,0.0,0.0,0.0,3.2,0.7,3.8,4.0,11.0,55.0,0.24,0.0,0.24,0.24,0.24,0.38,0.08,0.46,0.38,0.46,1.87,Sag ayak,22-312,6.0,3.0,1.0,1.0,4.0,3.0,6.0,8.0,1.0,7.0,0.0,4.0,0.0
Kassoum Ouattara,Monaco,Sol Bek,21.0,9000000.0,0.0,3.0,0.7,10.0,689.0,FRA,DF,Ligue 1 (FRA),9.0,7.7,3.0,0.0,0.0,0.0,2.0,0.0,0.7,2.0,2.7,21.0,16.0,76.0,0.0,0.39,0.39,0.0,0.39,0.09,0.26,0.36,0.09,0.36,1.84,Sol ayak,21-064,18.0,10.0,6.0,10.0,2.0,6.0,8.0,13.0,0.0,13.0,8.0,11.0,2.0
Mamadou Coulibaly,Monaco,Merkez Orta Saha,21.0,8000000.0,1.0,1.0,0.6,11.0,663.0,FRA,MF,Ligue 1 (FRA),9.0,7.4,2.0,1.0,0.0,0.0,4.0,0.0,0.6,1.0,1.6,13.0,40.0,23.0,0.14,0.14,0.27,0.14,0.27,0.08,0.14,0.21,0.08,0.21,1.79,Sol ayak,21-240,20.0,13.0,10.0,7.0,3.0,5.0,7.0,10.0,1.0,9.0,9.0,11.0,0.0
Aleksandr Golovin,Monaco,On Numara,29.0,18000000.0,2.0,1.0,1.9,10.0,658.0,RUS,FW,Ligue 1 (FRA),9.0,7.3,3.0,2.0,0.0,0.0,1.0,0.0,1.9,0.7,2.6,12.0,28.0,44.0,0.27,0.14,0.41,0.27,0.41,0.27,0.09,0.36,0.27,0.36,1.78,Sag ayak,29-201,15.0,11.0,6.0,8.0,1.0,8.0,11.0,15.0,2.0,13.0,12.0,5.0,1.0
Folarin Balogun,Monaco,Santrafor,24.0,22000000.0,4.0,1.0,5.0,12.0,754.0,USA,FW,Ligue 1 (FRA),8.0,8.4,5.0,3.0,1.0,1.0,0.0,1.0,4.3,1.4,5.7,19.0,16.0,69.0,0.48,0.12,0.6,0.36,0.48,0.6,0.17,0.77,0.51,0.68,1.78,Sag ayak,24-167,4.0,4.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,4.0,3.0,4.0,0.0
Lamine Camara,Monaco,Merkez Orta Saha,21.0,30000000.0,0.0,3.0,0.4,9.0,604.0,SEN,MF,Ligue 1 (FRA),7.0,6.7,3.0,0.0,0.0,0.0,2.0,0.0,0.4,1.7,2.1,14.0,42.0,13.0,0.0,0.45,0.45,0.0,0.45,0.06,0.26,0.32,0.06,0.32,1.73,Sag ayak,21-350,11.0,5.0,3.0,7.0,1.0,3.0,4.0,8.0,1.0,7.0,17.0,3.0,2.0
Krepin Diatta,Monaco,Sag Kanat,26.0,6000000.0,0.0,1.0,0.7,10.0,656.0,SEN,DF,Ligue 1 (FRA),6.0,7.3,1.0,0.0,0.0,0.0,1.0,0.0,0.7,1.4,2.1,16.0,36.0,53.0,0.0,0.14,0.14,0.0,0.14,0.09,0.2,0.29,0.09,0.29,1.75,Sag ayak,26-295,23.0,12.0,7.0,12.0,4.0,10.0,10.0,7.0,2.0,5.0,14.0,18.0,0.0
Eric Dier,Monaco,Stoper,31.0,7000000.0,1.0,0.0,0.5,6.0,540.0,ENG,DF,Ligue 1 (FRA),6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.1,0.6,2.0,39.0,5.0,0.17,0.0,0.17,0.17,0.17,0.08,0.02,0.1,0.08,0.1,1.91,Sag ayak,31-336,5.0,3.0,2.0,2.0,1.0,4.0,4.0,13.0,9.0,4.0,8.0,28.0,0.0
Denis Zakaria,Monaco,On Libero,29.0,25000000.0,0.0,1.0,0.0,7.0,527.0,SUI,MF,Ligue 1 (FRA),6.0,5.9,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.2,1.2,8.0,25.0,7.0,0.0,0.17,0.17,0.0,0.17,0.0,0.21,0.21,0.0,0.21,1.9,Sag ayak,29-027,7.0,5.0,4.0,3.0,0.0,2.0,2.0,7.0,2.0,5.0,8.0,8.0,0.0
Christian Mawissa,Monaco,Stoper,20.0,15000000.0,0.0,0.0,0.0,6.0,518.0,FRA,DF,Ligue 1 (FRA),6.0,5.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,Sol ayak,20-243,10.0,8.0,5.0,5.0,0.0,9.0,5.0,5.0,4.0,1.0,11.0,31.0,0.0
Vanderson,Monaco,Sag Bek,24.0,20000000.0,0.0,2.0,0.1,8.0,437.0,BRA,DF,Ligue 1 (FRA),5.0,4.9,2.0,0.0,0.0,0.0,3.0,0.0,0.1,1.8,1.9,11.0,24.0,32.0,0.0,0.41,0.41,0.0,0.41,0.02,0.36,0.39,0.02,0.39,1.73,Sag ayak,24-179,13.0,8.0,4.0,7.0,2.0,7.0,4.0,4.0,0.0,4.0,15.0,23.0,1.0
Ansu Fati,Monaco,Sol Kanat,23.0,10000000.0,5.0,0.0,6.8,10.0,426.0,ESP,MF,Ligue 1 (FRA),4.0,4.7,5.0,2.0,3.0,4.0,1.0,0.0,3.5,0.8,4.3,11.0,17.0,31.0,1.06,0.0,1.06,0.42,0.42,1.45,0.17,1.61,0.75,0.92,1.78,Sag ayak,23-047,8.0,4.0,1.0,5.0,2.0,4.0,4.0,3.0,0.0,3.0,1.0,4.0,1.0
George Ilenikhena,Monaco,Santrafor,19.0,12000000.0,2.0,0.0,1.2,12.0,286.0,NGA,FW,Ligue 1 (FRA),2.0,3.2,2.0,2.0,0.0,0.0,0.0,0.0,1.2,0.3,1.5,5.0,5.0,22.0,0.63,0.0,0.63,0.63,0.63,0.37,0.1,0.48,0.37,0.48,1.85,Sol ayak,19-123,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0
Aladji Bamba,Monaco,On Libero,19.0,3500000.0,0.0,0.0,0.0,5.0,131.0,FRA,MF,Ligue 1 (FRA),2.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,Sag ayak,19-156,8.0,5.0,0.0,7.0,1.0,1.0,1.0,4.0,0.0,4.0,2.0,4.0,0.0
Paris Brunner,Monaco,Santrafor,19.0,1500000.0,0.0,0.0,0.1,4.0,98.0,GER,FW,Ligue 1 (FRA),1.0,1.1,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.1,5.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,1.86,Sag ayak,19-305,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
Stanis Idumbo,Monaco,On Numara,20.0,5000000.0,0.0,1.0,0.4,6.0,147.0,BEL,MF,Ligue 1 (FRA),0.0,1.6,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.7,3.0,3.0,10.0,0.0,0.61,0.61,0.0,0.61,0.26,0.18,0.44,0.26,0.44,1.71,Sag ayak,20-171,2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0
Lucas Michal,Monaco,Sol Kanat,20.0,2500000.0,0.0,0.0,0.1,2.0,59.0,FRA,FW,Ligue 1 (FRA),0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,1.85,Sag ayak,20-179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0
Eliesse Ben Seghir,Monaco,Sol Kanat,20.0,28000000.0,0.0,0.0,0.1,2.0,45.0,MAR,MF,Ligue 1 (FRA),0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,1.78,Sag ayak,20-304,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
Paul Pogba,Monaco,Merkez Orta Saha,32.0,5000000.0,0.0,0.0,0.0,3.0,33.0,FRA,MF,Ligue 1 (FRA),0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,Cift ayak,32-277,3.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
Jordan Lefort,Angers,Stoper,32.0,1200000.0,0.0,1.0,0.2,16.0,1440.0,FRA,DF,Ligue 1 (FRA),16.0,16.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.7,0.9,5.0,22.0,2.0,0.0,0.06,0.06,0.0,0.06,0.01,0.05,0.06,0.01,0.06,1.84,Sol ayak,32-130,19.0,11.0,16.0,3.0,0.0,14.0,8.0,13.0,9.0,4.0,23.0,88.0,2.0
Haris Belkebla,Angers,Merkez Orta Saha,31.0,2000000.0,0.0,0.0,0.2,16.0,1423.0,ALG,MF,Ligue 1 (FRA),16.0,15.8,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.3,0.5,5.0,34.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,1.77,Sag ayak,31-323,35.0,21.0,16.0,17.0,2.0,21.0,17.0,19.0,7.0,12.0,16.0,22.0,1.0
Ousmane Camara,Angers,Stoper,22.0,4000000.0,1.0,0.0,0.1,16.0,1323.0,MLI,DF,Ligue 1 (FRA),15.0,14.7,1.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,1.0,16.0,0.0,0.07,0.0,0.07,0.07,0.07,0.01,0.01,0.02,0.01,0.02,1.97,Sag ayak,22-286,23.0,16.0,21.0,1.0,1.0,9.0,4.0,21.0,16.0,5.0,16.0,96.0,0.0
Carlens Arcus,Angers,Sag Bek,29.0,1800000.0,0.0,1.0,0.1,15.0,1275.0,HAI,DF,Ligue 1 (FRA),15.0,14.2,1.0,0.0,0.0,0.0,3.0,0.0,0.1,0.8,0.9,18.0,42.0,23.0,0.0,0.07,0.07,0.0,0.07,0.01,0.05,0.06,0.01,0.06,1.76,Sag ayak,29-172,26.0,22.0,15.0,11.0,0.0,16.0,7.0,16.0,1.0,15.0,15.0,41.0,1.0
Yassin Belkhdim,Angers,Merkez Orta Saha,23.0,4000000.0,2.0,2.0,1.3,16.0,1261.0,FRA,MF,Ligue 1 (FRA),15.0,14.0,4.0,2.0,0.0,0.0,2.0,0.0,1.3,1.1,2.4,11.0,32.0,43.0,0.14,0.14,0.29,0.14,0.29,0.09,0.08,0.17,0.09,0.17,1.75,Sag ayak,23-306,40.0,28.0,18.0,20.0,2.0,11.0,8.0,18.0,3.0,15.0,19.0,22.0,0.0
Louis Mouton,Angers,Merkez Orta Saha,23.0,2500000.0,0.0,1.0,1.5,15.0,977.0,FRA,MF,Ligue 1 (FRA),13.0,10.9,1.0,0.0,0.0,0.0,0.0,1.0,1.5,2.0,3.4,11.0,34.0,35.0,0.0,0.09,0.09,0.0,0.09,0.14,0.18,0.32,0.14,0.32,1.8,Sag ayak,23-197,22.0,14.0,4.0,12.0,6.0,7.0,15.0,9.0,3.0,6.0,4.0,10.0,0.0
Jacques Ekomie,Angers,Sol Bek,22.0,4000000.0,0.0,0.0,0.7,16.0,1075.0,GAB,DF,Ligue 1 (FRA),12.0,11.9,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.9,1.7,29.0,28.0,41.0,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.14,0.06,0.14,1.79,Sol ayak,22-120,37.0,22.0,22.0,12.0,3.0,19.0,5.0,30.0,2.0,28.0,18.0,27.0,1.0
Sidiki Cherif,Angers,Santrafor,19.0,7000000.0,4.0,0.0,2.9,16.0,979.0,FRA,FW,Ligue 1 (FRA),12.0,10.9,4.0,4.0,0.0,0.0,3.0,0.0,2.9,0.4,3.3,31.0,17.0,62.0,0.37,0.0,0.37,0.37,0.37,0.27,0.04,0.31,0.27,0.31,1.85,Sag ayak,19-002,7.0,2.0,2.0,5.0,0.0,3.0,3.0,10.0,0.0,10.0,6.0,1.0,0.0
Himad Abdelli,Angers,On Numara,26.0,7000000.0,2.0,0.0,2.0,13.0,943.0,ALG,MF,Ligue 1 (FRA),11.0,10.5,2.0,0.0,2.0,2.0,1.0,0.0,0.4,0.4,0.9,39.0,79.0,12.0,0.19,0.0,0.19,0.0,0.0,0.19,0.04,0.23,0.04,0.08,1.85,Sag ayak,26-030,21.0,16.0,8.0,9.0,4.0,15.0,5.0,15.0,3.0,12.0,14.0,12.0,1.0
Lilian Raolisoa,Angers,Sag Bek,25.0,1800000.0,1.0,1.0,0.3,15.0,807.0,FRA,FW,Ligue 1 (FRA),9.0,9.0,2.0,1.0,0.0,0.0,1.0,0.0,0.3,1.7,2.0,29.0,25.0,41.0,0.11,0.11,0.22,0.11,0.22,0.03,0.19,0.22,0.03,0.22,1.78,Sag ayak,25-184,24.0,13.0,14.0,8.0,2.0,12.0,7.0,3.0,1.0,2.0,7.0,21.0,0.0
Prosper Peter,Angers,Santrafor,18.0,5000000.0,3.0,0.0,3.6,14.0,637.0,NGA,FW,Ligue 1 (FRA),7.0,7.1,3.0,3.0,0.0,0.0,0.0,0.0,3.6,0.4,4.0,7.0,10.0,32.0,0.42,0.0,0.42,0.42,0.42,0.51,0.05,0.56,0.51,0.56,1.88,Sag ayak,18-130,3.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,0.0,7.0,2.0,4.0,0.0
Florent Hanin,Angers,Sol Bek,35.0,250000.0,0.0,0.0,0.0,11.0,405.0,ALG,DF,Ligue 1 (FRA),4.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,8.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.07,0.01,0.07,1.77,Sol ayak,35-316,8.0,6.0,6.0,2.0,0.0,4.0,5.0,6.0,2.0,4.0,6.0,15.0,0.0
Esteban Lepaul,Angers,Santrafor,25.0,15000000.0,1.0,0.0,0.6,2.0,174.0,FRA,FW,Ligue 1 (FRA),2.0,1.9,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.2,0.8,1.0,1.0,4.0,0.52,0.0,0.52,0.52,0.52,0.31,0.1,0.41,0.31,0.41,1.81,Sag ayak,25-243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marius Courcoul,Angers,On Libero,18.0,700000.0,0.0,0.0,0.0,12.0,161.0,FRA,MF,Ligue 1 (FRA),1.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,1.82,Sag ayak,18-350,7.0,4.0,4.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,4.0,0.0
Emmanuel Biumla,Angers,Stoper,20.0,3000000.0,0.0,0.0,0.0,3.0,131.0,FRA,DF,Ligue 1 (FRA),1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,Sag ayak,20-223,4.0,2.0,3.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,8.0,2.0
Lanroy Machine,Angers,Santrafor,20.0,700000.0,0.0,0.0,1.2,10.0,185.0,FRA,FW,Ligue 1 (FRA),0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,1.2,2.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.59,0.59,0.59,1.83,Sag ayak,20-065,3.0,1.0,1.0,2.0,0.0,1.0,3.0,3.0,0.0,3.0,0.0,1.0,0.0
Harouna Djibrin,Angers,Sag Kanat,19.0,200000.0,2.0,0.0,1.0,8.0,137.0,CMR,FW,Ligue 1 (FRA),0.0,1.5,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.2,1.2,9.0,5.0,8.0,1.31,0.0,1.31,1.31,1.31,0.68,0.12,0.79,0.68,0.79,1.75,Sol ayak,19-042,2.0,2.0,0.0,2.0,0.0,1.0,7.0,1.0,0.0,1.0,2.0,5.0,0.0
Jim Allevinah,Angers,Sag Kanat,30.0,1200000.0,0.0,0.0,0.3,4.0,88.0,GAB,FW,Ligue 1 (FRA),0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,1.72,Sag ayak,30-293,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0
Pierrick Capelle,Angers,Merkez Orta Saha,38.0,200000.0,0.0,0.0,0.0,3.0,62.0,FRA,MF,Ligue 1 (FRA),0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.23,1.81,Sol ayak,38-246,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0
Marius Louer,Angers,Sag Bek,18.0,100000.0,0.0,0.0,0.0,1.0,12.0,FRA,DF,Ligue 1 (FRA),0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,0.0,0.27,1.81,Sag ayak,18-281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Abdoulaye Bamba,Angers,Stoper,35.0,250000.0,0.0,0.0,0.0,1.0,10.0,CIV,DF,Ligue 1 (FRA),0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,Sag ayak,35-236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Kenny Lala,Brest,Sag Bek,34.0,1800000.0,0.0,1.0,0.1,16.0,1427.0,MAD,DF,Ligue 1 (FRA),16.0,15.9,1.0,0.0,0.0,0.0,3.0,0.0,0.1,1.9,2.1,19.0,52.0,36.0,0.0,0.06,0.06,0.0,0.06,0.01,0.12,0.13,0.01,0.13,1.78,Sag ayak,34-075,19.0,11.0,10.0,5.0,4.0,10.0,16.0,14.0,6.0,8.0,12.0,45.0,2.0
Ludovic Ajorque,Brest,Santrafor,31.0,3500000.0,1.0,4.0,3.9,15.0,1313.0,FRA,FW,Ligue 1 (FRA),15.0,14.6,5.0,1.0,0.0,0.0,4.0,1.0,3.9,1.4,5.3,11.0,23.0,65.0,0.07,0.27,0.34,0.07,0.34,0.27,0.09,0.36,0.27,0.36,1.96,Sol ayak,31-295,10.0,7.0,3.0,5.0,2.0,5.0,9.0,6.0,1.0,5.0,7.0,17.0,0.0
Romain Del Castillo,Brest,Sag Kanat,29.0,7000000.0,6.0,2.0,6.1,15.0,1261.0,FRA,FW,Ligue 1 (FRA),15.0,14.0,8.0,1.0,5.0,7.0,0.0,0.0,0.6,4.6,5.2,32.0,41.0,101.0,0.43,0.14,0.57,0.07,0.21,0.44,0.33,0.77,0.04,0.37,1.72,Sol ayak,29-263,34.0,23.0,8.0,15.0,11.0,15.0,18.0,14.0,1.0,13.0,12.0,7.0,1.0
Joris Chotard,Brest,On Libero,24.0,6000000.0,1.0,0.0,1.0,15.0,1257.0,FRA,MF,Ligue 1 (FRA),14.0,14.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.1,5.0,62.0,13.0,0.07,0.0,0.07,0.07,0.07,0.07,0.0,0.08,0.07,0.08,1.79,Sag ayak,24-084,24.0,14.0,12.0,10.0,2.0,14.0,9.0,17.0,4.0,13.0,17.0,35.0,0.0
Hugo Magnetti,Brest,Merkez Orta Saha,27.0,6000000.0,1.0,0.0,0.4,15.0,1207.0,FRA,MF,Ligue 1 (FRA),14.0,13.4,1.0,1.0,0.0,0.0,2.0,1.0,0.4,0.8,1.2,5.0,54.0,11.0,0.07,0.0,0.07,0.07,0.07,0.03,0.06,0.09,0.03,0.09,1.8,Sag ayak,27-201,26.0,17.0,13.0,10.0,3.0,14.0,12.0,11.0,0.0,11.0,19.0,19.0,2.0
Brendan Chardonnet,Brest,Stoper,30.0,5000000.0,0.0,1.0,0.4,14.0,1196.0,FRA,DF,Ligue 1 (FRA),14.0,13.3,1.0,0.0,0.0,0.0,3.0,0.0,0.4,0.3,0.7,6.0,32.0,3.0,0.0,0.08,0.08,0.0,0.08,0.03,0.02,0.05,0.03,0.05,1.81,Sag ayak,30-360,14.0,8.0,7.0,5.0,2.0,9.0,6.0,26.0,18.0,8.0,13.0,71.0,1.0
Kamory Doumbia,Brest,On Numara,22.0,7000000.0,4.0,2.0,2.6,12.0,912.0,MLI,MF,Ligue 1 (FRA),12.0,10.1,6.0,4.0,0.0,0.0,4.0,0.0,2.6,1.8,4.4,12.0,37.0,34.0,0.39,0.2,0.59,0.39,0.59,0.26,0.18,0.44,0.26,0.44,1.7,Sag ayak,22-302,30.0,19.0,4.0,18.0,8.0,8.0,15.0,15.0,0.0,15.0,9.0,2.0,1.0
Bradley Locko,Brest,Sol Bek,23.0,7000000.0,0.0,1.0,0.1,13.0,930.0,FRA,DF,Ligue 1 (FRA),11.0,10.3,1.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,1.1,13.0,35.0,37.0,0.0,0.1,0.1,0.0,0.1,0.01,0.1,0.11,0.01,0.11,1.8,Sol ayak,23-225,35.0,17.0,26.0,9.0,0.0,25.0,14.0,6.0,0.0,6.0,8.0,22.0,0.0
Soumaila Coulibaly,Brest,Stoper,22.0,7000000.0,0.0,0.0,0.2,8.0,720.0,FRA,DF,Ligue 1 (FRA),8.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.0,0.3,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,1.91,Sol ayak,22-064,6.0,5.0,1.0,4.0,1.0,4.0,0.0,8.0,7.0,1.0,8.0,38.0,1.0
Pathe Mboup,Brest,Sol Kanat,22.0,3000000.0,1.0,0.0,2.1,13.0,675.0,SEN,FW,Ligue 1 (FRA),8.0,7.5,1.0,1.0,0.0,0.0,5.0,0.0,2.1,0.7,2.8,16.0,15.0,39.0,0.13,0.0,0.13,0.13,0.13,0.28,0.09,0.38,0.28,0.38,1.75,Sag ayak,22-113,16.0,13.0,8.0,5.0,3.0,4.0,8.0,7.0,0.0,7.0,9.0,6.0,0.0
Junior Diaz,Brest,Stoper,22.0,5000000.0,0.0,0.0,0.1,8.0,649.0,CIV,DF,Ligue 1 (FRA),7.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,4.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,1.93,Sag ayak,22-147,9.0,7.0,3.0,6.0,0.0,5.0,2.0,6.0,5.0,1.0,9.0,43.0,0.0
Daouda Guindo,Brest,Sol Bek,23.0,2000000.0,0.0,0.0,0.1,10.0,524.0,MLI,DF,Ligue 1 (FRA),5.0,5.8,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.4,0.5,5.0,11.0,22.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,1.83,Sol ayak,23-064,10.0,10.0,2.0,7.0,1.0,5.0,6.0,4.0,0.0,4.0,3.0,12.0,0.0
